channel,seed,key,n_cand,top1,top3,spearman
disp_dft,43,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([C-](C(=O)N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].CC1=C(Br)C2C=CC1O2|CCCCN|water|298.15,7,False,True,0.642857142857143
disp_dft,43,*C1=C(C(F)(F)F)C2([H])OC1([H])C([H])=C2[H].COC(=O)[C-]([N+]#CC(C)=O)c1ccccc1|CCCCN|water|298.15,5,True,True,0.8999999999999998
disp_dft,43,*C(=O)C1=C(Br)C2([H])OC1([H])C([H])=C2[H].CNC(=O)C(=[NH+][C-](C)C#N)C(=O)OC|CCCCN|water|298.15,8,True,True,0.9047619047619048
disp_dft,43,*C1(C([H])([H])[H])C#CC(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H].CNC(=O)[C-](C#N)[NH+]=C(C)C#N|CCCCN|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*[C-]([O+]=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CNC(=O)C1=C(Br)C2CCC1C2|CCCCO|water|298.15,3,True,True,
disp_dft,43,*C1([H])C#CC(C(=O)OC([H])([H])[H])(C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H].CC(=O)[c-]1c(=O)oc(-c2ccccc2)[n+]1C|CCCCN|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*C1(c2c([H])c([H])c([H])c([H])c2[H])C#CC(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H].C[C-]([N+]#N)c1ccccc1|CCCNN|water|298.15,3,True,True,
disp_dft,43,*C#[N+][C-]([H])c1c([H])c([H])c([H])c([H])c1[H].C=C|CCCCN|water|298.15,3,True,True,
disp_dft,43,*[C-]([H])[N+](=C(C#N)C([H])([H])[H])C([H])([H])[H].C/C=C\C|CCCCN|water|298.15,3,True,True,
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].C[c-]1[o+]noc1=O|CCCNO|water|298.15,4,False,True,0.0
disp_dft,43,*[c-]1[o+]noc1=O.CC(C)=CC=O|CCCNO|water|298.15,4,False,False,-0.7999999999999999
disp_dft,43,*[C-]([N+]#CC(=O)OC([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,6,True,True,0.7714285714285715
disp_dft,43,*[C-]([H])[N+]#CC(=O)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.39999999999999997
disp_dft,43,*[C-]([N+]#CC(=O)C([H])([H])[H])C(=O)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,3,True,True,
disp_dft,43,*C#[N+][C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].C/C=C\C|CCCCN|water|298.15,4,False,True,0.39999999999999997
disp_dft,43,*C#[N+][C-](C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,9,True,True,0.9500000000000001
disp_dft,43,*C(C(=O)C([H])([H])[H])=[N+]([C-]([H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,False,True,0.6000000000000001
disp_dft,43,*C#[N+][C-](C#N)C(=O)C([H])([H])[H].CC(C)=C(C)C|CCCCN|water|298.15,3,True,True,
disp_dft,43,*C(C#N)=[N+]([H])[N-]C(=O)C([H])([H])[H].CC(C)=CC=O|CCCNN|water|298.15,4,True,True,1.0
disp_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([H])[N-]C#N.CC(C)=CC=O|CCCNN|water|298.15,4,False,False,-0.7999999999999999
disp_dft,43,*C(=O)[c-]1c(=O)oc(C([H])([H])[H])[n+]1[H].CC(C)=CC=O|CCCCN|water|298.15,3,False,True,
disp_dft,43,*[c-]1[o+]noc1=O.C=C(C)/C=C/C=C(C)C|CCCNO|water|298.15,8,True,True,0.880952380952381
disp_dft,43,*[N-][N+]#CC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,7,True,True,0.5
disp_dft,43,*[C-]([N+]#CC(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C/C=C\C|CCCCN|water|298.15,3,True,True,
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].CNC(=O)[c-]1[nH+]c(C)oc1=O|CCCCN|water|298.15,4,False,True,0.39999999999999997
disp_dft,43,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[n+]1[H].CC(C)=CC=O|CCCCN|water|298.15,4,False,True,-0.19999999999999998
disp_dft,43,*[C-]([N+]#CC(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCN|water|298.15,5,True,True,0.9999999999999999
disp_dft,43,*c1oc(=O)[c-](C([H])([H])[H])[n+]1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,18,True,True,0.8968008255933952
disp_dft,43,*[C-]([N+]#N)C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,9,False,True,0.9
disp_dft,43,*c1oc(=O)[c-](C([H])([H])[H])[n+]1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,6,True,True,0.7142857142857143
disp_dft,43,*[c-]1c(=O)oc(C([H])([H])[H])[n+]1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,12,True,True,0.9090909090909092
disp_dft,43,*[C-]([N+]#CC(=O)OC([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,15,False,True,0.8535714285714284
disp_dft,43,*C#[N+][N-]c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,3,True,True,
disp_dft,43,*[C-](C(=O)N([H])C([H])([H])[H])[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].C[c-]1[nH+]c(-c2ccccc2)oc1=O|CCCCN|water|298.15,3,True,True,
disp_dft,43,*[c-]1[o+]c(C#N)oc1=O.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,5,True,True,0.8999999999999998
disp_dft,43,*[C-]([N+]#CC#N)C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,14,True,True,0.8109890109890111
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].COC(=O)[N-][NH+]=Cc1ccccc1|CCCNN|water|298.15,3,False,True,
disp_dft,43,*[N+]([N-]C(=O)OC([H])([H])[H])=C([H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCNN|water|298.15,3,True,True,
disp_dft,43,*C(=O)C#[N+][C-](C(=O)C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,False,True,0.4761904761904762
disp_dft,43,*[C-]([N+]#CC(=O)C([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,False,True,0.9285714285714287
disp_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([H])[C-]([H])C#N.C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,12,False,True,0.9440559440559443
disp_dft,43,*C(C(=O)N([H])C([H])([H])[H])=[N+]([C-]([H])C#N)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*[C-]([H])[N+](=C(C(=O)N([H])C([H])([H])[H])C(=O)C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*[C-](C#N)[N+]#CC(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,5,True,True,0.7
disp_dft,43,*[C-]([N+]#CC#N)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*[C-](C#N)[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,False,True,0.9642857142857145
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].C[CH-][N+](C)=C(C(C)=O)c1ccccc1|CCCCN|water|298.15,4,True,True,0.19999999999999998
disp_dft,43,*C([H])=[N+]([C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,15,False,True,0.9392857142857142
disp_dft,43,*C([H])=[O+][N-]C(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*[C-](C#N)[N+](=C(C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[n+]1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,True,True,0.8727272727272729
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].CC(=O)C#[N+][C-](C(C)=O)c1ccccc1|CCCCN|water|298.15,3,True,True,
disp_dft,43,*C(=O)C#[N+][C-](C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCN|water|298.15,3,False,True,
disp_dft,43,*C(=O)[C-]([N+]#CC#N)C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,True,True,0.7619047619047621
disp_dft,43,*[C-]([N+]#CC#N)C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,12,False,True,0.8531468531468532
disp_dft,43,*C#[N+][C-](C(=O)OC([H])([H])[H])C(=O)C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,10,False,False,0.8787878787878788
disp_dft,43,*C(C(=O)C([H])([H])[H])=[N+]([H])[N-]c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,10,False,True,0.8666666666666665
disp_dft,43,*[C-]([N+]#CC#N)C(=O)N([H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,8,False,True,0.6666666666666669
disp_dft,43,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([N-][H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNN|water|298.15,5,True,True,0.8999999999999998
disp_dft,43,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[o+]1.C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,12,True,True,0.7762237762237763
disp_dft,43,*[c-]1c(=O)oc(C(=O)C([H])([H])[H])[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,10,False,True,0.9030303030303028
disp_dft,43,*[N-][N+]#CC(=O)N([H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCNN|water|298.15,3,False,True,
disp_dft,43,*C#[N+][C-](C#N)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,6,True,True,0.7714285714285715
disp_dft,43,*C(C#N)=[N+]([C-](C(=O)N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C(=[O+][N-]C(=O)OC([H])([H])[H])C(=O)N([H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,3,True,True,
disp_dft,43,*C#[N+][C-](C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCN|water|298.15,4,False,True,0.39999999999999997
disp_dft,43,*[C-](C(=O)N([H])C([H])([H])[H])[N+](=C(C#N)C#N)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,True,True,1.0
disp_dft,43,*[C-](C(=O)OC([H])([H])[H])[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*[C-]([N+]#CC#N)C(=O)N([H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C#[N+][C-](C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,7,False,True,0.7857142857142859
disp_dft,43,*[c-]1c(=O)oc(-c2c([H])c([H])c([H])c([H])c2[H])[n+]1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,18,True,True,0.8802889576883385
disp_dft,43,*C(=O)C#[N+][N-]C#N.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCNN|water|298.15,3,False,True,
disp_dft,43,*[C-](C(=O)N([H])C([H])([H])[H])[N+](=C(C#N)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C#[N+][C-](C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,6,True,True,0.5428571428571429
disp_dft,43,*C([H])=[O+][C-](C#N)c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,5,False,True,0.7999999999999999
disp_dft,43,*C(=O)[C-]([N+]#CC#N)c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,9,False,False,0.38333333333333336
disp_dft,43,*C#[N+][C-](C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,9,False,True,0.8333333333333333
disp_dft,43,*c1oc(=O)[c-](C(=O)OC([H])([H])[H])[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,11,False,True,0.881818181818182
disp_dft,43,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[n+]1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.9285714285714288
disp_dft,43,*C(=[N+]([H])[C-](C#N)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,False,True,0.6666666666666669
disp_dft,43,*[C-](c1c([H])c([H])c([H])c([H])c1[H])[N+]([H])=C(C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,True,True,0.6904761904761906
disp_dft,43,*[C-]([O+]=C([H])C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,10,True,True,0.8545454545454544
disp_dft,43,*[N-][O+]=C(C(=O)OC([H])([H])[H])C(=O)N([H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,4,True,True,1.0
disp_dft,43,*[c-]1c(=O)oc(C#N)[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.8214285714285715
disp_dft,43,*[N-][O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCNO|water|298.15,5,True,True,0.8999999999999998
disp_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([H])[C-](C#N)C#N.C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,False,True,0.8454545454545455
disp_dft,43,*[C-]([O+]=C([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,10,True,True,0.9030303030303028
disp_dft,43,*[c-]1[o+]c(C(=O)OC([H])([H])[H])oc1=O.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,6,True,True,1.0
disp_dft,43,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([C-](C#N)C#N)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,10,False,True,0.9636363636363635
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].CNC(=O)C(=[O+][N-]c1ccccc1)C(=O)OC|CCCNO|water|298.15,4,True,True,1.0
disp_dft,43,*C([H])=C(C([H])([H])[H])C([H])([H])[H].COC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1|CCCCO|water|298.15,4,False,True,0.6000000000000001
disp_dft,43,*C#[N+][C-](C(=O)C([H])([H])[H])C(=O)C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*[C-]([N+]#CC(=O)N([H])C([H])([H])[H])C(=O)OC([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,10,False,True,0.8666666666666665
disp_dft,43,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([N-]C(=O)C([H])([H])[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCNN|water|298.15,7,False,False,0.6071428571428572
disp_dft,43,*[C-]([H])[O+]=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCO|water|298.15,10,False,True,0.8545454545454544
disp_dft,43,*[C-]([N+]#Cc1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.8928571428571429
disp_dft,43,*C#[N+][C-](c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,9,False,True,0.9166666666666666
disp_dft,43,*C(=[N+]([H])[C-](C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,False,True,0.7500000000000002
disp_dft,43,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[n+]1C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,8,True,True,0.9523809523809524
disp_dft,43,*[n+]1c(-c2c([H])c([H])c([H])c([H])c2[H])oc(=O)[c-]1C(=O)N([H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,True,True,0.9363636363636365
disp_dft,43,*C(=[O+][C-](C#N)C#N)C(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,5,True,True,0.9999999999999999
disp_dft,43,*[C-]([N+]#Cc1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,3,True,True,
disp_dft,43,*C(=[O+][C-](C(=O)N([H])C([H])([H])[H])C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CC(C)=CC=O|CCCCO|water|298.15,4,True,True,0.39999999999999997
disp_dft,43,*C(=O)C#[N+][C-](C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,6,True,True,0.8285714285714287
disp_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([N-]C([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCNN|water|298.15,4,True,True,1.0
disp_dft,43,*C(=[O+][C-](C#N)C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,7,True,True,0.8571428571428573
disp_dft,43,*C(=O)c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[o+]1.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,7,True,True,0.9642857142857145
disp_dft,43,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[o+]1.CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,11,True,True,0.9636363636363637
disp_dft,43,*[C-](C(=O)C([H])([H])[H])[N+](=C([H])C(=O)OC([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,7,True,True,0.8571428571428573
disp_dft,43,*C(C(=O)OC([H])([H])[H])=[N+]([C-](C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].CN1C=CCC(C(N)=O)=C1|CCCCN|water|298.15,5,True,True,0.8999999999999998
disp_dft,43,*[N+](=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])[C-](C(=O)OC([H])([H])[H])C(=O)C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*[C-](C#N)[O+]=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CN1C=CCC(C(N)=O)=C1|CCCCO|water|298.15,6,True,True,0.8285714285714287
disp_dft,43,*[N+](=C([H])C(=O)N([H])C([H])([H])[H])[C-](C#N)C(=O)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C(=O)[C-]([N+](=C(C#N)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C(=[O+][C-]([H])C(=O)OC([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,3,True,True,
disp_dft,43,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[o+]1.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*c1oc(=O)[c-](C(=O)OC([H])([H])[H])[o+]1.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,1.0
disp_dft,43,*[c-]1[o+]c(C(=O)N([H])C([H])([H])[H])oc1=O.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,6,True,True,0.8285714285714287
disp_dft,43,*[C-](C(=O)C([H])([H])[H])[N+](=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].CC(C)=CC=O|CCCCN|water|298.15,4,False,True,-0.39999999999999997
disp_dft,43,*[C-](C(=O)OC([H])([H])[H])[N+]([H])=C(C(=O)N([H])C([H])([H])[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*[c-]1c(=O)oc(-c2c([H])c([H])c([H])c([H])c2[H])[n+]1C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*[C-](C(=O)OC([H])([H])[H])[N+](=C(C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,10,True,True,0.8181818181818182
disp_dft,43,*[c-]1[o+]c(C(=O)OC([H])([H])[H])oc1=O.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,1.0
disp_dft,43,*c1oc(=O)[c-](C(=O)N([H])C([H])([H])[H])[o+]1.COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*C(c1c([H])c([H])c([H])c([H])c1[H])=[N+]([H])[C-](C#N)C(=O)N([H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C(=O)C(C(=O)OC([H])([H])[H])=[N+]([H])[C-](C(=O)OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].C=C(C)/C=C/C=C(C)C|CCCCN|water|298.15,11,False,True,0.7363636363636363
disp_dft,43,*[C-]([O+]=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N([H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,3,True,True,
disp_dft,43,*[C-](c1c([H])c([H])c([H])c([H])c1[H])[N+](=C(C#N)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,43,*C(=[O+][C-](c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C(=O)C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCO|water|298.15,4,True,True,0.7999999999999999
disp_dft,43,*[C-](C#N)[N+](=C(C(=O)N([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H].COC1=C(OC)C(=O)C(C)=C(C)C1=O|CCCCN|water|298.15,4,True,True,1.0
disp_dft,44,*C#CC(=O)N([H])C([H])([H])[H].CC(=O)c1[nH+][c-](C)c(=O)o1|CCCCN|water|298.15,4,False,True,0.7999999999999999
disp_dft,44,*C(=O)C#CF.CNC(=O)c1[nH+][c-](C#N)c(=O)o1|CCCCN|water|298.15,3,True,True,
disp_dft,44,*C([H])=C([H])[H].N#Cc1oc(=O)[c-](-c2ccccc2)[o+]1|CCCCO|water|298.15,3,True,True,
disp_dft,44,*C1=C(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C1([H])C2([H])[H].COC(=O)[N-][N+]#CC(C)=O|CCCNN|water|298.15,3,False,True,
disp_dft,44,*C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H].COC(=O)[c-]1[nH+]c(C(C)=O)oc1=O|CCCCN|water|298.15,3,True,True,
disp_dft,44,*C#CC(=O)OC([H])([H])[H].CNC(=O)[c-]1c(=O)oc(C#N)[n+]1C|CCCCN|water|298.15,4,True,True,0.7999999999999999
disp_dft,44,*C(=[O+][N-]C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H].CNC(=O)C1=C(C#N)C2CCC1C2|CCCNO|water|298.15,4,True,True,1.0
disp_dft,44,*[C-]([O+]=C(C#N)C(=O)OC([H])([H])[H])C([H])([H])[H].CNC(=O)C1=C(F)C2CCC1C2|CCCCO|water|298.15,4,True,True,0.7999999999999999
disp_dft,44,*c1oc(=O)[c-](-c2c([H])c([H])c([H])c([H])c2[H])[n+]1C([H])([H])[H].CC(=O)C1=C(Cl)C2CCC1C2|CCCCN|water|298.15,4,True,True,1.0
disp_dft,44,*c1oc(=O)[c-](C(=O)OC([H])([H])[H])[o+]1.CC(=O)C1=C(Br)C2CCC1C2|CCCCO|water|298.15,4,False,True,0.7999999999999999
disp_dft,44,*C([H])=[N+]([C-](C#N)C(=O)C([H])([H])[H])C([H])([H])[H].N#CC1=C(c2ccccc2)C2CCC1C2|CCCCN|water|298.15,4,True,True,1.0
